12345, 0,
12354, 0, 45
12435, 0, 34
12453, 0, 34 45
12534, 0, 35 45
12543, 0, 35
13245, 0, 23
13254, 0, 23 45
13425, 0, 23 34
13452, 0, 23 34 45
13524, 0, 23 35 45
13542, 0, 23 35
14235, 0, 24 34
14253, 0, 24 34 45
14325, 0, 24
14352, 0, 24 45
14523, 0, 24 35
14532, 0, 24 35 45
15234, 0, 25 35 45
15243, 0, 25 35
15324, 0, 25 45
15342, 0, 25
15423, 0, 25 34 45
15432, 0, 25 34
21345, 0, 12
21354, 0, 12 45
21435, 0, 12 34
21453, 1, 12 34 45
21534, 1, 12 35 45
21543, 0, 12 35
23145, 0, 12 23
23154, 1, 12 23 45
23415, 0, 12 23 34
23451, 1, 12 23 34 45
23514, 1, 12 23 35 45
23541, 0, 12 23 35
24135, 0, 12 24 34
24153, 1, 12 24 34 45
24315, 0, 12 24
24351, 0, 12 24 45
24513, 1, 12 24 35
24531, 1, 12 24 35 45
25134, 1, 12 25 35 45
25143, 0, 12 25 35
25314, 0, 12 25 45
25341, 0, 12 25
25413, 1, 12 25 34 45
25431, 1, 12 25 34
31245, 0, 13 23
31254, 1, 13 23 45
31425, 0, 13 23 34
31452, 1, 13 23 34 45
31524, 1, 13 23 35 45
31542, 0, 13 23 35
32145, 0, 13
32154, 0, 13 45
32415, 0, 13 34
32451, 0, 13 34 45
32514, 0, 13 35 45
32541, 0, 13 35
34125, 0, 13 24
34152, 1, 13 24 45
34215, 0, 13 24 34
34251, 1, 13 24 34 45
34512, 1, 13 24 35 45
34521, 1, 13 24 35
35124, 1, 13 25 45
35142, 0, 13 25
35214, 1, 13 25 35 45
35241, 0, 13 25 35
35412, 1, 13 25 34
35421, 1, 13 25 34 45
41235, 0, 14 24 34
41253, 1, 14 24 34 45
41325, 0, 14 24
41352, 0, 14 24 45
41523, 1, 14 24 35
41532, 1, 14 24 35 45
42135, 0, 14 34
42153, 0, 14 34 45
42315, 0, 14
42351, 0, 14 45
42513, 0, 14 35
42531, 0, 14 35 45
43125, 0, 14 23 34
43152, 1, 14 23 34 45
43215, 0, 14 23
43251, 1, 14 23 45
43512, 1, 14 23 35
43521, 1, 14 23 35 45
45123, 1, 14 25 34 45
45132, 1, 14 25 34
45213, 1, 14 25 35
45231, 1, 14 25 35 45
45312, 0, 14 25
45321, 0, 14 25 45
51234, 1, 15 25 35 45
51243, 0, 15 25 35
51324, 0, 15 25 45
51342, 0, 15 25
51423, 1, 15 25 34 45
51432, 1, 15 25 34
52134, 0, 15 35 45
52143, 0, 15 35
52314, 0, 15 45
52341, 0, 15
52413, 0, 15 34 45
52431, 0, 15 34
53124, 1, 15 23 35 45
53142, 0, 15 23 35
53214, 1, 15 23 45
53241, 0, 15 23
53412, 1, 15 23 34 45
53421, 1, 15 23 34
54123, 1, 15 24 35
54132, 1, 15 24 35 45
54213, 1, 15 24 34 45
54231, 1, 15 24 34
54312, 0, 15 24 45
54321, 0, 15 24
